Date,Price,Volume,Market,Volatility,Price-to-Volume Ratio,SMA_50,OpenMarket,year,month,day,World_Population,USD_in_Circulation,Age_0_17,Age_17_64,Age_65_plus
2024-01-01,3.915,1.0,US Bonds,0.0160118893152991,3.915,4.3291,1,2024,1,1,8.042525064801712,22.500425490292063,2.091056516848445,5.227641292121113,0.723827255832154
2024-01-02,3.95,1.0,US Bonds,0.0161813893355474,3.95,4.3115000000000006,1,2024,1,2,8.04272558321517,22.50382941262786,2.091108651635944,5.22777162908986,0.7238453024893652
2024-01-03,3.91,1.0,US Bonds,0.0161862847443419,3.91,4.2907,1,2024,1,3,8.04292610162863,22.50723333496365,2.091160786423444,5.22790196605861,0.7238633491465767
2024-01-04,3.99,1.0,US Bonds,0.0167065772833546,3.99,4.2733,1,2024,1,4,8.043126620042088,22.51063725729945,2.0912129212109427,5.228032303027358,0.7238813958037879
2024-01-05,4.05,1.0,US Bonds,0.0169693563547951,4.05,4.2575,1,2024,1,5,8.043327138455547,22.51404117963525,2.0912650559984423,5.228162639996106,0.7238994424609992
2024-01-06,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2024,1,6,8.043527656869006,22.51744510197104,2.091317190785942,5.228292976964855,0.7239174891182105
2024-01-07,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2024,1,7,8.043728175282466,22.520849024306838,2.0913693255734414,5.228423313933603,0.7239355357754219
2024-01-08,4.01,1.0,US Bonds,0.0167911438489849,4.01,4.2401,1,2024,1,8,8.043928693695925,22.52425294664263,2.0914214603609405,5.228553650902351,0.7239535824326332
2024-01-09,4.02,1.0,US Bonds,0.016739654511643,4.02,4.2229,1,2024,1,9,8.044129212109384,22.527656868978426,2.09147359514844,5.2286839878711,0.7239716290898446
2024-01-10,4.04,1.0,US Bonds,0.0165861253676503,4.04,4.2083,1,2024,1,10,8.044329730522843,22.531060791314214,2.0915257299359395,5.228814324839848,0.7239896757470559
2024-01-11,3.98,1.0,US Bonds,0.0160498136399107,3.98,4.194500000000001,1,2024,1,11,8.044530248936303,22.534464713650017,2.0915778647234387,5.228944661808597,0.7240077224042673
2024-01-12,3.96,1.0,US Bonds,0.0149293561699654,3.96,4.1823,1,2024,1,12,8.044730767349762,22.53786863598581,2.091629999510938,5.229074998777345,0.7240257690614785
