Date,Price,Volume,Market,Volatility,Price-to-Volume Ratio,SMA_50,OpenMarket
2022-03-10,4259.52001953125,4980830000.0,SP500,0.0154524417298271,8.55182774664313e-07,4487.84517578125,1
2022-03-11,4204.31005859375,4938640000.0,SP500,0.0155948744145229,8.513092791930066e-07,4476.07017578125,1
2022-03-12,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-03-13,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-03-14,4173.10986328125,5574920000.0,SP500,0.0148883706890482,7.485506273240244e-07,4463.9577734375,1
2022-03-15,4262.4501953125,5392470000.0,SP500,0.0150163648776779,7.904448602055273e-07,4453.883173828125,1
2022-03-16,4357.85986328125,6309750000.0,SP500,0.0155822518945718,6.906549171173581e-07,4445.109169921875,1
2022-03-17,4411.669921875,4985090000.0,SP500,0.0156605851556979,8.849729737828203e-07,4437.471767578125,1
2022-03-18,4463.1201171875,8278430000.0,SP500,0.0151957707627867,5.391263943993608e-07,4432.722568359375,1
2022-03-19,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-03-20,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-03-21,4461.18017578125,4869820000.0,SP500,0.0151646574485697,9.160872836739858e-07,4428.02517578125,1
2022-03-22,4511.60986328125,4754840000.0,SP500,0.0152914932046705,9.488457788866188e-07,4424.71677734375,1
2022-03-23,4456.240234375,4550670000.0,SP500,0.0153802691692236,9.79249260960474e-07,4420.43578125,1
2022-03-24,4520.16015625,4131390000.0,SP500,0.0153745163039289,1.0941015387678238e-06,4416.577587890625,1
2022-03-25,4543.06005859375,4305020000.0,SP500,0.0150309081807286,1.0552936010968009e-06,4412.911787109375,1
2022-03-26,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-03-27,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-03-28,4575.52001953125,4312260000.0,SP500,0.0146213024936658,1.061049199151083e-06,4411.241591796875,1
2022-03-29,4631.60009765625,5085910000.0,SP500,0.0147224214547953,9.106728388147352e-07,4410.616591796875,1
2022-03-30,4602.4501953125,4385570000.0,SP500,0.01455087422619,1.0494531372917315e-06,4411.1233984375,1
2022-03-31,4530.41015625,4823020000.0,SP500,0.0148678586012011,9.393305763297684e-07,4411.07640625,1
2022-04-01,4545.85986328125,4562940000.0,SP500,0.0142977065913462,9.962567693814186e-07,4412.33900390625,1
2022-04-02,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-04-03,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-04-04,4582.64013671875,4547350000.0,SP500,0.014256127536465,1.0077605939104645e-06,4416.0330078125,1
2022-04-05,4525.1201171875,4800620000.0,SP500,0.0143325519700887,9.426116037485784e-07,4418.3328125,1
2022-04-06,4481.14990234375,4986830000.0,SP500,0.0139943859534217,8.985968846629522e-07,4420.826806640625,1
2022-04-07,4500.2099609375,4821490000.0,SP500,0.0137890371792015,9.333649890256954e-07,4423.83240234375,1
2022-04-08,4488.27978515625,4083200000.0,SP500,0.0132412313438185,1.0992064520856805e-06,4427.067802734375,1
2022-04-09,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-04-10,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-04-11,4412.52978515625,4266290000.0,SP500,0.0136222942413811,1.0342779757485427e-06,4426.681396484375,1
2022-04-12,4397.4501953125,4152090000.0,SP500,0.0133127139619061,1.0590931784504913e-06,4424.319404296875,1
2022-04-13,4446.58984375,3828150000.0,SP500,0.013034172170656,1.1615505776288809e-06,4422.320400390625,1
2022-04-14,4392.58984375,4083090000.0,SP500,0.0131993515743466,1.0758003971869344e-06,4418.384599609375,1
2022-04-15,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-04-16,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-04-17,0.0,0.0,SP500,0.0,0.0,0.0,0
